id,lat,long,State
2086,40.7294,-73.978,NY
2087,40.7924,-73.9642,NY
2088,40.751,-73.8919,NY
2089,40.7616,-73.9903,NY
2090,40.7566,-73.9842,NY
2091,40.7198,-73.9922,NY
2092,40.6884,-73.9067,NY
2093,40.6755,-73.9388,NY
2094,40.7162,-73.984,NY
2095,40.7278,-73.9948,NY
2096,40.667,-73.9782,NY
2097,40.6869,-73.9576,NY
2098,40.6654,-73.9894,NY
2099,40.854,-73.9148,NY
2100,40.7559,-73.9945,NY
2101,40.7591,-73.8341,NY
2102,40.7133,-74.0092,NY
2103,40.7316,-73.9545,NY
2104,40.7545,-73.9657,NY
2105,40.7445,-73.9889,NY
2106,40.7583,-74.0001,NY
2107,40.7221,-73.9889,NY
2108,40.7865,-73.9504,NY
2109,40.719,-73.9755,NY
2110,40.7526,-73.9671,NY
2111,40.8015,-73.9643,NY
2112,40.7506,-73.98,NY
2113,40.6781,-73.9731,NY
2114,40.8724,-73.8898,NY
2115,40.7146,-73.9012,NY
2116,40.7746,-73.933,NY
2117,40.5898,-73.9577,NY
2118,40.7215,-73.9885,NY
2119,40.7552,-73.9177,NY
2120,40.7469,-73.9848,NY
2121,40.7455,-73.9042,NY
2122,40.7043,-74.0092,NY
2123,40.747,-74.0047,NY
2124,40.754,-73.9742,NY
2125,40.753,-73.9699,NY
2126,40.8492,-73.8877,NY
2127,40.7509,-73.9092,NY
2128,40.7944,-73.9739,NY
2129,40.7492,-73.8861,NY
2130,40.6715,-73.9745,NY
2131,40.8856,-73.9137,NY
2132,40.7237,-74.0054,NY
2133,40.6805,-73.8051,NY
2134,40.7249,-73.9752,NY
2135,40.7411,-73.9979,NY
2136,40.6904,-73.9897,NY
2137,40.7638,-73.8801,NY
2138,40.7275,-74.0073,NY
2139,40.6372,-73.9881,NY
2140,40.7229,-73.9797,NY
2141,40.6948,-73.9943,NY
2142,40.7951,-73.9332,NY
2143,40.7258,-74.0009,NY
2144,40.8155,-73.9356,NY
2145,40.7863,-73.9528,NY
2146,40.7588,-73.9702,NY
2147,40.7642,-73.9828,NY
2148,40.7579,-73.9777,NY
